week;rank;rise;rise_nb;name;artist;last_week;peak;week_chart
"
                February 22, 2020
                ";83;New;-;KEII;Anuel AA;-;83;1
"
                February 22, 2020
                ";84;Failing;-14;Futsal Shuffle 2020;Lil Uzi Vert;70;5;9
"
                February 22, 2020
                ";85;Rising;+10;Dive Bar;Garth Brooks & Blake Shelton;95;85;3
"
                February 22, 2020
                ";86;Steady;-;homecoming queen?;Kelsea Ballerini;86;76;10
"
                February 22, 2020
                ";87;Rising;+10;Rare;Selena Gomez;97;30;5
"
                February 22, 2020
                ";88;Failing;-10;No Idea;Don Toliver;78;43;11
"
                February 22, 2020
                ";89;Rising;+2;Come Thru;Summer Walker & Usher;91;42;9
"
                February 22, 2020
                ";90;New;-;Believe;Meek Mill Featuring Justin Timberlake;-;90;1
"
                February 22, 2020
                ";91;Failing;-7;Vete;Bad Bunny;84;33;11
"
                February 22, 2020
                ";92;Rising;+2;Catch;Brett Young;94;92;3
"
                February 22, 2020
                ";93;Re-Enter;-;Into The Unknown;Idina Menzel & AURORA;-;46;9
"
                February 22, 2020
                ";94;Failing;-11;Start Wit Me;Roddy Ricch & Gunna;83;56;13
"
                February 22, 2020
                ";95;Rising;+1;Easy;DaniLeigh Featuring Chris Brown;96;79;15
"
                February 22, 2020
                ";96;New;-;Whats Poppin;Jack Harlow;-;96;1
"
                February 22, 2020
                ";97;New;-;No Judgement;Niall Horan;-;97;1
"
                February 22, 2020
                ";98;Failing;-6;Jerry Sprunger;Tory Lanez & T-Pain;92;44;10
"
                February 22, 2020
                ";99;Failing;-30;King Of My City;A Boogie Wit da Hoodie;69;69;2
"
                February 22, 2020
                ";100;Steady;-;ORANGE SODA;Baby Keem;100;98;3
"
                February 29, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;11
"
                February 29, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;6
"
                February 29, 2020
                ";3;Steady;-;Circles;Post Malone;3;1;25
"
                February 29, 2020
                ";4;Rising;+1;Dance Monkey;Tones And I;5;4;20
"
                February 29, 2020
                ";5;Rising;+1;Don't Start Now;Dua Lipa;6;5;16
"
                February 29, 2020
                ";6;Rising;+1;Roxanne;Arizona Zervas;7;4;16
"
                February 29, 2020
                ";7;Failing;-3;Memories;Maroon 5;4;2;22
"
                February 29, 2020
                ";8;Steady;-;Someone You Loved;Lewis Capaldi;8;1;41
"
                February 29, 2020
                ";9;Rising;+2;Intentions;Justin Bieber Featuring Quavo;11;9;2
"
                February 29, 2020
                ";10;Rising;+2;Blinding Lights;The Weeknd;12;10;12
"
                February 29, 2020
                ";11;Rising;+8;Yummy;Justin Bieber;19;2;7
"
                February 29, 2020
                ";12;Failing;-2;Everything I Wanted;Billie Eilish;10;8;15
"
                February 29, 2020
                ";13;Failing;-4;10,000 Hours;Dan + Shay & Justin Bieber;9;4;20
"
                February 29, 2020
                ";14;Rising;+3;Heartless;The Weeknd;17;1;13
"
                February 29, 2020
                ";15;Rising;+1;Hot Girl Bummer;blackbear;16;15;23
"
                February 29, 2020
                ";16;New;-;No Time To Die;Billie Eilish;-;16;1
"
                February 29, 2020
                ";17;Failing;-3;Ballin';Mustard & Roddy Ricch;14;11;31
"
                February 29, 2020
                ";18;Failing;-3;BOP;DaBaby;15;11;21
"
                February 29, 2020
                ";19;Failing;-1;The Bones;Maren Morris;18;18;22
"
                February 29, 2020
                ";20;Rising;+2;Adore You;Harry Styles;22;20;11
"
                February 29, 2020
                ";21;Failing;-8;Lose You To Love Me;Selena Gomez;13;1;18
"
                February 29, 2020
                ";22;Failing;-2;Good As Hell;Lizzo;20;3;26
"
                February 29, 2020
                ";23;New;-;Numbers;A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track;-;23;1
"
                February 29, 2020
                ";24;New;-;Forever;Justin Bieber Featuring Post Malone & Clever;-;24;1
"
                February 29, 2020
                ";25;Rising;+1;My Oh My;Camila Cabello Featuring DaBaby;26;25;11
"
                February 29, 2020
                ";26;Failing;-5;High Fashion;Roddy Ricch Featuring Mustard;21;20;8
"
                February 29, 2020
                ";27;Failing;-2;Falling;Trevor Daniel;25;25;14
"
                February 29, 2020
                ";28;Failing;-4;Woah;Lil Baby;24;16;15
"
                February 29, 2020
                ";29;Rising;+2;You Should Be Sad;Halsey;31;26;6
"
                February 29, 2020
                ";30;Failing;-1;Bad Guy;Billie Eilish;29;1;47
"
                February 29, 2020
                ";31;Failing;-4;No Guidance;Chris Brown Featuring Drake;27;5;37
"
                February 29, 2020
                ";32;Rising;+1;Senorita;Shawn Mendes & Camila Cabello;33;1;35
"
                February 29, 2020
                ";33;Failing;-1;What A Man Gotta Do;Jonas Brothers;32;16;5
"
                February 29, 2020
                ";34;Steady;-;Kinfolks;Sam Hunt;34;34;19
"
                February 29, 2020
                ";35;Failing;-5;HIGHEST IN THE ROOM;Travis Scott;30;1;20
"
                February 29, 2020
                ";36;Failing;-8;Godzilla;Eminem Featuring Juice WRLD;28;3;5
"
                February 29, 2020
                ";37;Failing;-2;Trampoline;SHAED;35;13;38
"
                February 29, 2020
                ";38;Steady;-;One Man Band;Old Dominion;38;20;26
"
                February 29, 2020
                ";39;Rising;+1;I Don't Care;Ed Sheeran & Justin Bieber;40;2;38
"
                February 29, 2020
                ";40;Failing;-4;RITMO (Bad Boys For Life);The Black Eyed Peas X J Balvin;36;36;13
"
                February 29, 2020
                ";41;Failing;-4;Sucker;Jonas Brothers;37;1;46
"
                February 29, 2020
                ";42;Failing;-3;Only Human;Jonas Brothers;39;18;35
"
                February 29, 2020
                ";43;Rising;+2;Homesick;Kane Brown;45;43;14
"
                February 29, 2020
                ";44;Rising;+4;I Hope;Gabby Barrett;48;44;8
"
                February 29, 2020
                ";45;Failing;-4;Truth Hurts;Lizzo;41;1;42
"
                February 29, 2020
                ";46;New;-;To Die For;Sam Smith;-;46;1
"
                February 29, 2020
                ";47;Failing;-5;Tusa;Karol G & Nicki Minaj;42;42;12
"
                February 29, 2020
                ";48;New;-;g n f (Give No Fxk);Migos, Young Thug & Travis Scott;-;48;1
"
                February 29, 2020
                ";49;New;-;Dior;Pop Smoke;-;49;1
"
                February 29, 2020
                ";50;Failing;-1;Sum 2 Prove;Lil Baby;49;16;6
"
                February 29, 2020
                ";51;Rising;+7;Say So;Doja Cat Featuring Nicki Minaj;58;51;7
"
                February 29, 2020
                ";52;Failing;-9;Juicy;Doja Cat & Tyga;43;41;17
"
                February 29, 2020
                ";53;Steady;-;Make Me Want To;Jimmie Allen;53;53;8
"
                February 29, 2020
                ";54;Rising;+8;Blueberry Faygo;Lil Mosey;62;54;2
"
                February 29, 2020
                ";55;Rising;+1;Slide;H.E.R. Featuring YG;56;54;9
"
                February 29, 2020
                ";56;Failing;-12;Suicidal;YNW Melly & Juice WRLD;44;34;13
"
                February 29, 2020
                ";57;Failing;-3;BEST ON EARTH;Russ & BIA;54;52;11
"
                February 29, 2020
                ";58;New;-;Me And My Guitar;A Boogie Wit da Hoodie;-;58;1
"
                February 29, 2020
                ";59;Failing;-9;South Of The Border;Ed Sheeran Featuring Camila Cabello & Cardi B;50;49;11
"
                February 29, 2020
                ";60;New;-;Go Stupid;Polo G Featuring NLE Choppa & Stunna 4 Vegas;-;60;1
"
                February 29, 2020
                ";61;Failing;-6;Heart On Ice;Rod Wave;55;54;15
"
                February 29, 2020
                ";62;Failing;-11;Bandit;Juice WRLD & YoungBoy Never Broke Again;51;10;20
"
                February 29, 2020
                ";63;Failing;-3;Nobody But You;Blake Shelton Duet With Gwen Stefani;60;43;6
"
                February 29, 2020
                ";64;Steady;-;What She Wants Tonight;Luke Bryan;64;64;9
"
                February 29, 2020
                ";65;Rising;+12;I Hope You're Happy Now;Carly Pearce & Lee Brice;77;65;7
"
                February 29, 2020
                ";66;New;-;Might Not Give Up;A Boogie Wit da Hoodie Featuring Young Thug;-;66;1
"
                February 29, 2020
                ";67;Failing;-1;I Wish Grandpas Never Died;Riley Green;66;66;8
"
                February 29, 2020
                ";68;Failing;-9;Out West;JACKBOYS Featuring Young Thug;59;38;8
"
                February 29, 2020
                ";69;Steady;-;We Back;Jason Aldean;69;69;12
"
                February 29, 2020
                ";70;Failing;-3;More Hearts Than Mine;Ingrid Andress;67;67;8
"
                February 29, 2020
                ";71;Rising;+10;Chasin' You;Morgan Wallen;81;71;4
"
                February 29, 2020
                ";72;Rising;+4;Slow Dance In A Parking Lot;Jordan Davis;76;72;7
"
                February 29, 2020
                ";73;New;-;Thug Love;A Boogie Wit da Hoodie;-;73;1
"
                February 29, 2020
                ";74;Rising;+1;Homemade;Jake Owen;75;74;4
"
                February 29, 2020
                ";75;Failing;-12;TOES;DaBaby Featuring Lil Baby & Moneybagg Yo;63;28;12
"
                February 29, 2020
                ";76;Failing;-5;Before You Go;Lewis Capaldi;71;71;4
"
                February 29, 2020
                ";77;New;-;After Hours;The Weeknd;-;77;1
"
                February 29, 2020
                ";78;Failing;-21;Know Your Worth;Khalid x Disclosure;57;57;2
"
                February 29, 2020
                ";79;New;-;Ignorantes;Bad Bunny & Sech;-;79;1
"
                February 29, 2020
                ";80;New;-;Stain;A Boogie Wit da Hoodie Featuring DaBaby;-;80;1
"
                February 29, 2020
                ";81;Failing;-58;Yikes;Nicki Minaj;23;23;2
"
                February 29, 2020
                ";82;Failing;-3;Make No Sense;YoungBoy Never Broke Again;79;57;15
"
                February 29, 2020
                ";83;Failing;-10;Heartless;Diplo Presents Thomas Wesley Featuring Morgan Wallen;73;73;7
"
                February 29, 2020
                ";84;Rising;+12;Whats Poppin;Jack Harlow;96;84;2
"
                February 29, 2020
                ";85;Failing;-7;Ridin' Roads;Dustin Lynch;78;47;16
"
                February 29, 2020
                ";86;New;-;Come Around Me;Justin Bieber;-;86;1
"
                February 29, 2020
                ";87;Rising;+5;Catch;Brett Young;92;87;4
"
                February 29, 2020
                ";88;Failing;-16;B.I.T.C.H.;Megan Thee Stallion;72;31;4
"
                February 29, 2020
                ";89;Failing;-3;homecoming queen?;Kelsea Ballerini;86;76;11
"
                February 29, 2020
                ";90;Failing;-3;Rare;Selena Gomez;87;30;6
"
                February 29, 2020
                ";91;Rising;+8;King Of My City;A Boogie Wit da Hoodie;99;69;3
"
                February 29, 2020
                ";92;Failing;-7;Dive Bar;Garth Brooks & Blake Shelton;85;85;4
"
                February 29, 2020
                ";93;Failing;-11;SUGAR;BrockHampton;82;66;7
"
                February 29, 2020
                ";94;Failing;-5;Come Thru;Summer Walker & Usher;89;42;10
"
                February 29, 2020
                ";95;New;-;Cinderella Story;A Boogie Wit da Hoodie;-;95;1
"
                February 29, 2020
                ";96;Failing;-5;Vete;Bad Bunny;91;33;12
"
                February 29, 2020
                ";97;Failing;-4;Into The Unknown;Idina Menzel & AURORA;93;46;10
"
                February 29, 2020
                ";98;New;-;Habitual;Justin Bieber;-;98;1
"
                February 29, 2020
                ";99;Failing;-29;P*$$y Fairy (OTW);Jhene Aiko;70;55;5
"
                February 29, 2020
                ";100;New;-;All Around Me;Justin Bieber;-;100;1
"
                March 7, 2020
                ";1;Steady;-;The Box;Roddy Ricch;1;1;12
"
                March 7, 2020
                ";2;Steady;-;Life Is Good;Future Featuring Drake;2;2;7
"
                March 7, 2020
                ";3;Steady;-;Circles;Post Malone;3;1;26
"
                March 7, 2020
                ";4;New;-;ON;BTS;-;4;1
"
                March 7, 2020
                ";5;Steady;-;Don't Start Now;Dua Lipa;5;5;17
"
                March 7, 2020
                ";6;Steady;-;Roxanne;Arizona Zervas;6;4;17
"
                March 7, 2020
                ";7;Failing;-3;Dance Monkey;Tones And I;4;4;21
"
                March 7, 2020
                ";8;Rising;+2;Blinding Lights;The Weeknd;10;8;13
"
                March 7, 2020
                ";9;Failing;-2;Memories;Maroon 5;7;2;23
"
                March 7, 2020
                ";10;Failing;-2;Someone You Loved;Lewis Capaldi;8;1;42
"
                March 7, 2020
                ";11;Failing;-2;Intentions;Justin Bieber Featuring Quavo;9;9;3
"
                March 7, 2020
                ";12;Steady;-;Everything I Wanted;Billie Eilish;12;8;16
